Pclass,Age,Fare,Sex_female,Sex_male,Survived
1.0,0.2586076903744659,0.02908745247148289,1,0,0
1.0,0.34656948982156316,0.029562737642585553,0,1,1
1.0,0.4722292033174164,0.030022053231939166,0,1,1
1.0,0.34656948982156316,0.09182509505703422,1,0,0
0.0,0.5853229454636844,0.19771863117870722,0,1,1
1.0,0.17692887660216136,0.05495893536121673,1,0,0
1.0,0.2711736617240512,0.03060836501901141,0,1,0
1.0,0.24604171902488062,0.0373574144486692,1,0,0
1.0,0.20834380497612465,0.054974524714828894,1,0,0
1.0,0.2586076903744659,0.030133079847908743,0,1,0
1.0,0.8806232721789394,0.029467680608365018,0,1,0
0.5,0.35913546117114853,0.07984790874524715,0,1,0
0.0,0.2963056044232219,0.9411437262357415,0,1,0
1.0,0.01985423473234481,0.11891634980988593,1,0,0
0.5,0.2586076903744659,0.279467680608365,0,1,0
1.0,0.34656948982156316,0.03060836501901141,0,1,0
0.5,0.40311636089469716,0.11433764258555132,0,1,0
0.5,0.40311636089469716,0.049429657794676805,1,0,0
0.0,0.6732847449107816,0.29386882129277564,0,1,1
1.0,0.14551394822819805,0.04274410646387833,0,1,0
1.0,0.34656948982156316,0.029467680608365018,0,1,1
1.0,0.2963056044232219,0.027154752851711025,0,1,0
1.0,0.34656948982156316,0.08501254752851711,1,0,1
1.0,0.5601910027645137,0.026520912547528516,0,1,1
1.0,0.4093993465694898,0.030022053231939166,0,1,0
1.0,0.24604171902488062,0.026806083650190115,0,1,0
1.0,0.5853229454636844,0.055133079847908745,1,0,0
0.5,0.35913546117114853,0.09885931558935361,1,0,0
0.5,0.3088715757728072,0.049429657794676805,0,1,1
0.5,0.2837396330736366,0.05720836501901141,0,1,0
0.0,0.2334757476752953,0.09993650190114069,1,0,0
0.0,0.4596632319678311,0.20190114068441065,0,1,1
1.0,0.19577783362653933,0.03504448669201521,0,1,0
0.0,0.2963056044232219,0.3011406844106464,0,1,0
1.0,0.34656948982156316,0.05796882129277566,1,0,0
1.0,0.2711736617240512,0.029467680608365018,1,0,0
1.0,0.2963056044232219,0.06026615969581749,1,0,1
1.0,0.2334757476752953,0.025665399239543727,0,1,1
0.5,0.22090977632571,0.043726235741444866,0,1,0
0.5,0.2334757476752953,0.1397338403041825,0,1,0
1.0,0.33400351847197784,0.029641825095057032,0,1,0
1.0,0.10781603417944208,0.13070342205323193,1,0,1
0.5,0.4533802462930384,0.09885931558935361,0,1,0
0.5,0.5224930887157577,0.049429657794676805,0,1,0
0.5,0.6355868308620256,0.047623574144486695,0,1,0
0.0,0.2711736617240512,0.25323193916349807,1,0,0
1.0,0.6921337019351597,0.03060836501901141,0,1,1
1.0,0.5036441316913798,0.055133079847908745,0,1,0
1.0,0.34656948982156316,0.0278041825095057,0,1,0
0.0,0.6355868308620256,0.23338098859315587,0,1,0
1.0,0.19577783362653933,0.029404182509505702,1,0,0
1.0,0.37170143252073384,0.03060836501901141,0,1,1
1.0,0.34656948982156316,0.03293726235741445,0,1,0
1.0,0.34656948982156316,0.2644486692015209,0,1,0
1.0,0.5476250314149284,0.06121673003802282,0,1,0
0.5,0.49736114601658704,0.05988593155893536,1,0,0
1.0,0.32143754712239253,0.029562737642585553,0,1,1
1.0,0.20834380497612465,0.03293726235741445,0,1,0
1.0,0.007288263382759488,0.15090304182509506,0,1,0
1.0,0.10781603417944208,0.07804182509505703,0,1,0
0.0,0.34656948982156316,0.20912547528517111,1,0,1
1.0,0.5601910027645137,0.10608365019011406,1,0,1
0.0,0.34656948982156316,0.09857414448669202,0,1,0
1.0,0.34656948982156316,0.214812927756654,0,1,0
0.0,0.7612465443578789,0.12737642585551331,0,1,0
1.0,0.04498617743151546,0.11074144486692016,0,1,0
1.0,0.007288263382759488,0.042331939163498096,1,0,0
1.0,0.2586076903744659,0.030133079847908743,0,1,1
0.0,0.6984166876099522,0.11671406844106463,0,1,0
1.0,0.22090977632571,0.029863878326996197,0,1,0
1.0,0.34656948982156316,0.09683155893536122,0,1,0
0.0,0.6230208595124404,0.10917300380228136,1,0,0
0.5,0.37170143252073384,0.049429657794676805,0,1,0
1.0,0.4470972606182458,0.0,0,1,0
1.0,0.34656948982156316,0.2644486692015209,1,0,0
0.5,0.34656948982156316,0.05722433460076046,0,1,0
1.0,0.10781603417944208,0.11934410646387833,0,1,0
0.5,0.007288263382759488,0.1482889733840304,0,1,0
1.0,0.04498617743151546,0.08374524714828897,1,0,1
0.0,0.34656948982156316,0.19011406844106463,0,1,1
1.0,0.34656948982156316,0.058935361216730035,1,0,0
0.0,0.5601910027645137,0.10095057034220532,0,1,1
1.0,0.49736114601658704,0.058935361216730035,0,1,1
1.0,0.4470972606182458,0.030022053231939166,0,1,0
0.5,0.39683337521990447,0.049429657794676805,1,0,0
0.5,0.2334757476752953,0.049429657794676805,0,1,1
1.0,0.2334757476752953,0.029863878326996197,1,0,0
0.5,0.032420206081930136,0.09885931558935361,0,1,1
0.0,0.5476250314149284,0.1054022813688213,1,0,1
0.0,0.723548630309123,0.5571133079847909,1,0,1
1.0,0.34656948982156316,0.029467680608365018,0,1,1
1.0,0.5224930887157577,0.03195513307984791,0,1,0
1.0,0.34656948982156316,0.029467680608365018,1,0,0
0.5,0.2963056044232219,0.049429657794676805,1,0,1
1.0,0.34656948982156316,0.03612167300380228,0,1,0
1.0,0.34656948982156316,0.2644486692015209,0,1,0
1.0,0.4219653179190751,0.024698859315589353,0,1,0
1.0,0.5664739884393064,0.027471482889733837,0,1,0
1.0,0.22090977632571,0.03060836501901141,0,1,0
1.0,0.01985423473234481,0.039781368821292774,1,0,1
1.0,0.39683337521990447,0.06026615969581749,0,1,0
1.0,0.32143754712239253,0.07143536121673004,0,1,0
1.0,0.19577783362653933,0.029467680608365018,1,0,1
0.0,0.49736114601658704,0.11787072243346007,0,1,1
1.0,0.2963056044232219,0.026806083650190115,0,1,1
0.5,0.4345312892686604,0.07984790874524715,1,0,0
1.0,0.2711736617240512,0.027566539923954372,0,1,1
0.5,0.37170143252073384,0.049429657794676805,0,1,0
1.0,0.34656948982156316,0.029467680608365018,0,1,0
0.0,0.38426740387031916,0.430703422053232,1,0,0
1.0,0.33400351847197784,0.030133079847908743,1,0,1
0.5,0.5224930887157577,0.10266159695817491,0,1,1
0.0,0.39683337521990447,0.29008250950570347,1,0,0
0.5,0.37170143252073384,0.039923954372623575,0,1,1
1.0,0.19577783362653933,0.03060836501901141,0,1,0
0.5,0.33400351847197784,0.049429657794676805,0,1,1
1.0,0.6355868308620256,0.03060836501901141,0,1,0
1.0,0.34656948982156316,0.030022053231939166,0,1,0
0.0,0.4722292033174164,0.34220532319391633,0,1,0
1.0,0.2711736617240512,0.03555133079847909,0,1,1
0.5,0.2334757476752953,0.039923954372623575,0,1,0
1.0,0.2523247046996733,0.027566539923954372,0,1,1
0.5,0.22090977632571,0.049429657794676805,0,1,0
1.0,0.34656948982156316,0.09683155893536122,1,0,0
0.0,0.4345312892686604,0.3173954372623574,1,0,0
1.0,0.35913546117114853,0.029562737642585553,0,1,1
0.5,0.7361146016587082,0.051330798479087454,0,1,0
1.0,0.05755214878110078,0.11934410646387833,1,0,0
0.5,0.2963056044232219,0.039923954372623575,0,1,1
1.0,0.34656948982156316,0.02870722433460076,1,0,0
0.5,0.5476250314149284,0.09885931558935361,0,1,0
0.5,0.09525006282985675,0.09980988593155893,1,0,0
0.5,0.2334757476752953,0.039923954372623575,0,1,1
0.5,0.4093993465694898,0.04667300380228137,0,1,0
1.0,0.34656948982156316,0.05495893536121673,1,0,0
1.0,0.34656948982156316,0.058935361216730035,1,0,0
0.5,0.35913546117114853,0.039923954372623575,0,1,1
1.0,0.2711736617240512,0.02709125475285171,0,1,0
1.0,0.37170143252073384,0.027471482889733837,0,1,0
0.0,0.5476250314149284,0.34220532319391633,0,1,0
1.0,0.3088715757728072,0.029562737642585553,1,0,0
0.5,0.2963056044232219,0.055133079847908745,1,0,0
0.0,0.4596632319678311,0.19982585551330798,0,1,1
0.5,0.6732847449107816,0.09885931558935361,0,1,1
1.0,0.34656948982156316,0.027566539923954372,0,1,0
1.0,0.35913546117114853,0.039781368821292774,1,0,0
0.0,0.7738125157074642,0.10095057034220532,0,1,0
1.0,0.37170143252073384,0.06121673003802282,0,1,0
1.0,0.5099271173661725,0.07685361216730037,1,0,0
1.0,0.35913546117114853,0.05796882129277566,1,0,0
0.0,0.34656948982156316,0.3011406844106464,1,0,1
0.0,0.37170143252073384,0.3288973384030418,1,0,1
0.5,0.6230208595124404,0.09885931558935361,1,0,1
1.0,0.34656948982156316,0.029467680608365018,0,1,0
1.0,0.032420206081930136,0.11934410646387833,0,1,1
0.0,0.648152802211611,0.302851711026616,0,1,0
0.0,0.49736114601658704,0.0,0,1,1
1.0,0.34656948982156316,0.029467680608365018,1,0,0
0.5,0.4470972606182458,0.039923954372623575,0,1,0
1.0,0.19577783362653933,0.15090304182509506,0,1,0
1.0,0.3088715757728072,0.029562737642585553,0,1,0
0.0,0.723548630309123,0.5835076045627376,1,0,0
0.0,0.4345312892686604,0.515715969581749,1,0,1
0.0,0.34656948982156316,0.11787072243346007,0,1,1
1.0,0.3088715757728072,0.0,0,1,1
0.5,0.5099271173661725,0.0741444866920152,1,0,0
0.0,0.4596632319678311,0.11292775665399239,0,1,1
1.0,0.34656948982156316,0.029467680608365018,1,0,1
0.0,0.7863784870570495,0.296419391634981,1,0,0
1.0,0.5601910027645137,0.029467680608365018,1,0,1
0.5,0.34656948982156316,0.0,0,1,1
1.0,0.08268409148027142,0.11074144486692016,0,1,0
1.0,0.4345312892686604,0.07699619771863118,1,0,0
1.0,0.8115104297562202,0.029467680608365018,0,1,0
1.0,0.34656948982156316,0.029863878326996197,0,1,1
1.0,0.19577783362653933,0.03612167300380228,0,1,0
1.0,0.2334757476752953,0.03060836501901141,0,1,0
0.0,0.34656948982156316,0.09885931558935361,0,1,0
1.0,0.4093993465694898,0.03293726235741445,0,1,1
1.0,0.37170143252073384,0.03612167300380228,0,1,0
1.0,0.2711736617240512,0.030022053231939166,0,1,0
0.5,0.5224930887157577,0.049429657794676805,0,1,1
1.0,0.2711736617240512,0.029467680608365018,1,0,0
0.0,0.32143754712239253,0.29980988593155894,1,0,1
0.0,0.2334757476752953,0.3463087452471483,1,0,1
0.5,0.4470972606182458,0.04895437262357415,0,1,1
1.0,0.2963056044232219,0.03365019011406844,1,0,1
1.0,0.2963056044232219,0.030022053231939166,0,1,0
0.0,0.34656948982156316,0.1054022813688213,0,1,0
1.0,0.2900226187484292,0.027487452471482886,0,1,0
0.0,0.01985423473234481,0.576235741444867,1,0,0
0.0,0.34656948982156316,0.11596958174904944,0,1,0
0.0,0.6230208595124404,0.9411437262357415,1,0,0
1.0,0.34656948982156316,0.029467680608365018,1,0,1
1.0,0.34656948982156316,0.08840304182509506,0,1,1
1.0,0.2334757476752953,0.0,0,1,1
0.5,0.34656948982156316,0.046958174904942966,1,0,1
1.0,0.34656948982156316,0.03060836501901141,0,1,0
0.0,0.006282985674792663,0.576235741444867,0,1,1
0.0,0.34656948982156316,0.4216095057034221,1,0,0
0.0,0.20834380497612465,0.4140684410646388,1,0,1
0.5,0.37170143252073384,0.09125475285171103,0,1,1
0.0,0.37170143252073384,0.21646083650190115,1,0,1
0.0,0.2963056044232219,0.3161912547528517,1,0,0
0.0,0.22090977632571,0.9976235741444867,1,0,1
0.5,0.32143754712239253,0.09885931558935361,1,0,1
1.0,0.34656948982156316,0.030022053231939166,0,1,1
0.5,0.5350590600653431,0.09980988593155893,0,1,0
1.0,0.32143754712239253,0.029863878326996197,1,0,0
0.5,0.2963056044232219,0.09885931558935361,1,0,0
0.5,0.6732847449107816,0.053231939163498096,0,1,1
0.0,0.38426740387031916,0.6268695817490495,1,0,1
0.0,0.49736114601658704,0.5114068441064639,1,0,0
1.0,0.2711736617240512,0.027566539923954372,0,1,1
1.0,0.33400351847197784,0.030022053231939166,0,1,1
0.5,0.37170143252073384,0.046958174904942966,1,0,0
0.5,0.2711736617240512,0.11026615969581749,1,0,0
1.0,0.34656948982156316,0.2644486692015209,0,1,1
0.0,0.4470972606182458,0.515715969581749,1,0,1
1.0,0.7612465443578789,0.023716730038022812,0,1,0
0.5,0.4470972606182458,0.049429657794676805,1,0,1
1.0,0.38426740387031916,0.07804182509505703,1,0,0
0.0,0.19577783362653933,0.2204532319391635,1,0,1
1.0,0.34656948982156316,0.08840304182509506,1,0,1
0.0,0.5664739884393064,0.10836501901140684,0,1,1
0.0,0.4722292033174164,0.5835076045627376,0,1,1
1.0,0.19577783362653933,0.06844106463878327,0,1,0
0.0,0.34656948982156316,0.5081749049429658,1,0,0
1.0,0.34656948982156316,0.030022053231939166,0,1,0
0.0,0.35913546117114853,0.25323193916349807,0,1,1
0.0,0.5099271173661725,0.5114068441064639,1,0,0
1.0,0.5601910027645137,0.03060836501901141,0,1,0
0.0,0.5601910027645137,0.13498098859315588,0,1,1
0.5,0.01985423473234481,0.09885931558935361,0,1,1
0.0,0.2963056044232219,1.0,1,0,0
0.5,0.34656948982156316,0.049429657794676805,0,1,1
0.5,0.3088715757728072,0.049429657794676805,0,1,1
0.5,0.4470972606182458,0.049429657794676805,0,1,0
0.5,0.2963056044232219,0.049429657794676805,1,0,0
0.5,0.49736114601658704,0.049429657794676805,1,0,0
1.0,0.34656948982156316,0.06121673003802282,1,0,1
1.0,0.032420206081930136,0.06045627376425856,0,1,1
1.0,0.5224930887157577,0.03293726235741445,0,1,1
1.0,0.2837396330736366,0.03507604562737642,0,1,1
0.0,0.34656948982156316,0.13307984790874525,0,1,0
1.0,0.18321186227695402,0.027487452471482886,0,1,0
1.0,0.3088715757728072,0.06768060836501902,0,1,0
1.0,0.34656948982156316,0.027471482889733837,0,1,0
1.0,0.34656948982156316,0.03612167300380228,0,1,0
0.0,0.2711736617240512,0.20912547528517111,1,0,0
0.5,0.4722292033174164,0.049429657794676805,1,0,0
1.0,0.34656948982156316,0.02995893536121673,1,0,1
1.0,0.34656948982156316,0.02995893536121673,1,0,0
1.0,0.49736114601658704,0.10608365019011406,0,1,1
0.5,0.35913546117114853,0.1054022813688213,0,1,1
1.0,0.5601910027645137,0.05495893536121673,1,0,0
1.0,0.4345312892686604,0.026806083650190115,0,1,0
1.0,0.34656948982156316,0.058935361216730035,0,1,0
1.0,0.37170143252073384,0.027566539923954372,0,1,0
0.0,0.7486805730082936,0.28612167300380226,1,0,0
1.0,0.34656948982156316,0.027487452471482886,1,0,0
1.0,0.34656948982156316,0.029467680608365018,1,0,1
0.0,0.2963056044232219,0.2634980988593156,1,0,1
0.0,0.3088715757728072,0.21080494296577945,0,1,1
1.0,0.22090977632571,0.024698859315589353,0,1,1
1.0,0.2334757476752953,0.03060836501901141,0,1,1
0.0,0.2711736617240512,0.515715969581749,0,1,0
1.0,0.032420206081930136,0.08013307984790874,1,0,0
0.0,0.34656948982156316,0.3124365019011407,1,0,0
1.0,0.2711736617240512,0.027566539923954372,1,0,0
0.0,0.33400351847197784,0.8041825095057035,0,1,1
1.0,0.24604171902488062,0.015256653992395439,0,1,1
1.0,0.2334757476752953,0.029562737642585553,0,1,0
0.0,0.5224930887157577,0.8651140684410646,1,0,0
1.0,0.007288263382759488,0.05985437262357415,1,0,0
1.0,0.39683337521990447,0.030133079847908743,0,1,1
0.0,0.4345312892686604,0.19771863117870722,1,0,1
1.0,0.34656948982156316,0.030022053231939166,0,1,0
0.5,0.22090977632571,0.279467680608365,0,1,1
1.0,0.007288263382759488,0.17832699619771863,0,1,0
0.5,0.4470972606182458,0.049429657794676805,1,0,0
1.0,0.34656948982156316,0.029388593155893535,0,1,0
0.5,0.20834380497612465,0.045627376425855515,1,0,1
0.0,0.4470972606182458,0.45627376425855515,0,1,0
1.0,0.2586076903744659,0.029641825095057032,0,1,1
1.0,0.34656948982156316,0.030133079847908743,0,1,1
0.0,0.2837396330736366,0.430703422053232,1,0,1
1.0,0.2963056044232219,0.06349809885931558,1,0,0
1.0,0.2711736617240512,0.029641825095057032,0,1,1
1.0,0.38426740387031916,0.029863878326996197,1,0,1
0.5,0.5727569741140991,0.09885931558935361,0,1,0
0.5,0.2837396330736366,0.039923954372623575,0,1,0
0.5,0.34656948982156316,0.048098859315589354,1,0,0
1.0,0.4847951746670017,0.030133079847908743,0,1,0
1.0,0.32143754712239253,0.03060836501901141,0,1,1
1.0,0.2586076903744659,0.0373574144486692,1,0,1
1.0,0.34656948982156316,0.06026615969581749,0,1,0
1.0,0.24604171902488062,0.03293726235741445,1,0,0
0.5,0.4219653179190751,0.07984790874524715,0,1,0
1.0,0.6355868308620256,0.029467680608365018,0,1,0
0.5,0.032420206081930136,0.07129277566539924,0,1,0
1.0,0.2586076903744659,0.029562737642585553,0,1,0
1.0,0.34656948982156316,0.09683155893536122,1,0,1
1.0,0.34656948982156316,0.030022053231939166,0,1,0
1.0,0.34656948982156316,0.02607718631178707,0,1,0
0.0,0.4093993465694898,0.34220532319391633,1,0,0
0.5,0.34656948982156316,0.0,0,1,0
1.0,0.5476250314149284,0.030133079847908743,0,1,1
1.0,0.34656948982156316,0.03060836501901141,1,0,0
0.5,0.4219653179190751,0.12357414448669202,1,0,1
0.5,0.22090977632571,0.049429657794676805,1,0,0
0.5,0.37170143252073384,0.049429657794676805,0,1,1
1.0,0.12038200552902739,0.09182509505703422,1,0,1
1.0,0.34656948982156316,0.030022053231939166,0,1,0
1.0,0.2586076903744659,0.029404182509505702,0,1,0
1.0,0.35913546117114853,0.02994296577946768,0,1,0
1.0,0.34656948982156316,0.05475285171102662,1,0,0
1.0,0.22090977632571,0.07685361216730037,0,1,0
1.0,0.34656948982156316,0.027566539923954372,0,1,0
0.5,0.34656948982156316,0.09885931558935361,1,0,0
0.5,0.2334757476752953,0.09885931558935361,1,0,0
1.0,0.34656948982156316,0.029467680608365018,0,1,1
1.0,0.39683337521990447,0.03060836501901141,0,1,1
0.0,0.34656948982156316,0.10095057034220532,0,1,0
1.0,0.34656948982156316,0.06121673003802282,1,0,1
0.5,0.5224930887157577,0.09885931558935361,1,0,1
1.0,0.20834380497612465,0.02709125475285171,0,1,1
0.0,0.6230208595124404,0.21254752851711026,0,1,1
0.0,0.17064589092736868,0.45627376425855515,1,0,0
1.0,0.2586076903744659,0.13070342205323193,1,0,0
0.5,0.2963056044232219,0.07129277566539924,1,0,1
0.0,0.7989444584066349,1.0,0,1,0
0.5,0.38426740387031916,0.039923954372623575,0,1,1
0.5,0.5601910027645137,0.09980988593155893,1,0,0
1.0,0.24604171902488062,0.03612167300380228,0,1,0
1.0,0.3088715757728072,0.029562737642585553,0,1,1
0.5,0.34656948982156316,0.049429657794676805,1,0,0
1.0,0.34656948982156316,0.030846007604562742,0,1,0
0.0,0.04498617743151546,0.311248288973384,0,1,1
0.5,0.15807991957778336,0.0741444866920152,1,0,1
0.0,0.4219653179190751,0.10095057034220532,0,1,1
1.0,0.05755214878110078,0.0732254752851711,1,0,1
0.0,0.648152802211611,0.11596958174904944,0,1,1
0.5,0.4470972606182458,0.10551330798479087,0,1,1
1.0,0.34656948982156316,0.07591901140684411,0,1,1
0.0,0.37170143252073384,0.10551330798479087,0,1,0
0.0,0.610454888162855,0.33879923954372626,0,1,0
1.0,0.34656948982156316,0.03060836501901141,0,1,0
1.0,0.35913546117114853,0.030022053231939166,0,1,1
0.0,0.8115104297562202,0.10095057034220532,0,1,0
0.0,0.34656948982156316,0.19719581749049428,1,0,1
0.5,0.6230208595124404,0.039923954372623575,1,0,0
1.0,0.34656948982156316,0.029467680608365018,0,1,1
0.0,0.5978889168132697,0.10095057034220532,0,1,1
1.0,0.4219653179190751,0.03060836501901141,0,1,0
0.0,0.5853229454636844,0.14638783269961977,0,1,1
0.5,0.5978889168132697,0.049429657794676805,0,1,0
1.0,0.34656948982156316,0.03060836501901141,0,1,0
1.0,0.4722292033174164,0.026806083650190115,0,1,0
0.5,0.34656948982156316,0.0,0,1,0
0.0,0.6984166876099522,0.10095057034220532,0,1,0
1.0,0.34656948982156316,0.029372623574144486,0,1,0
1.0,0.0041467705453631576,0.0732254752851711,1,0,0
1.0,0.34656948982156316,0.027566539923954372,0,1,0
1.0,0.4722292033174164,0.03293726235741445,0,1,1
0.5,0.4093993465694898,0.10551330798479087,1,0,0
0.5,0.2837396330736366,0.05243992395437262,1,0,0
1.0,0.2711736617240512,0.03740494296577947,1,0,1
0.0,0.34656948982156316,0.19771863117870722,0,1,1
0.5,0.4219653179190751,0.07984790874524715,0,1,0
1.0,0.35913546117114853,0.026790114068441066,0,1,0
1.0,0.2711736617240512,0.02859619771863118,0,1,0
1.0,0.01985423473234481,0.04672053231939163,1,0,0
1.0,0.10781603417944208,0.17832699619771863,0,1,0
0.5,0.34656948982156316,0.0,0,1,1
1.0,0.6230208595124404,0.03060836501901141,0,1,0
1.0,0.7863784870570495,0.03645437262357414,1,0,0
0.0,0.3088715757728072,0.3463087452471483,0,1,0
1.0,0.34656948982156316,0.09683155893536122,1,0,1
0.0,0.4345312892686604,0.34220532319391633,1,0,1
0.0,0.723548630309123,0.11292775665399239,0,1,0
1.0,0.37170143252073384,0.03060836501901141,0,1,1
1.0,0.10781603417944208,0.06045627376425856,0,1,0
1.0,0.34656948982156316,0.07591901140684411,0,1,0
1.0,0.2586076903744659,0.027566539923954372,0,1,1
0.0,0.685850716260367,0.11596958174904944,0,1,0
0.0,0.8869062578537321,0.18822889733840303,0,1,0
1.0,0.2586076903744659,0.03060836501901141,0,1,0
1.0,0.34656948982156316,0.054974524714828894,0,1,0
0.0,0.6732847449107816,0.2975920152091255,1,0,0
1.0,0.34656948982156316,0.05741444866920152,0,1,0
0.0,0.3088715757728072,0.576235741444867,1,0,1
1.0,0.2963056044232219,0.029641825095057032,0,1,0
1.0,0.20834380497612465,0.03293726235741445,0,1,0
1.0,0.2586076903744659,0.029467680608365018,1,0,0
1.0,0.34656948982156316,0.029008365019011408,1,0,0
